CustomerID,CompanyName,CompanyNumber,TaxNumber,Email,Address,City,Country,PhoneNumber,IndustrialCodeLevel1,IndustrialCodeLevel2,IndustrialCodeLevel3,CompanyEstablishmentDate,CustomerEstablishmentDate,Face_to_Face_Establishment,AccountBalance,AverageAccountBalance,AverageTransactionAmount,LastODD
50902,Wilson LLC,789200106,789200106,wsmith@love.org,"70791 Moore Wall Apt. 760, Cookville, UT 50892",Cookville,Norway,68238445.0,64,64.9,64.92,2016-11-27,2022-12-10,No,6988550.926588996,6932514.94,1596236.91,2024-02-26
54146,Leon-Hernandez,164048091,164048091,ericandrews@moyer.net,"640 Phillips Unions Apt. 438, Browningport, MP 85162",Browningport,Norway,71457005.0,28,2024-01-28 00:00:00,2024-11-28 00:00:00,2019-02-07,2021-07-03,No,917004.7330918967,931979.88,1913817.66,2023-12-29
30225,Skinner-Bradshaw,153544939,153544939,ubrown@guerrero-shields.com,"472 Jack Vista Apt. 048, Johnsonview, ID 66615",Johnsonview,Norway,60303102.0,27,2024-09-27 00:00:00,2024-09-27 00:00:00,1998-06-18,2022-01-29,Yes,7929153.731849386,7959660.61,1296923.79,2023-10-05
55932,"Gomez, Mccullough and Murphy",588066164,588066164,hernandezdanny@ward.com,"732 Martinez Circles, Figueroaside, NM 93321",Figueroaside,Norway,31371503.0,46,46.4,46.493,1999-11-28,2004-03-19,No,8395667.67850864,8481900.75,1096031.5,2022-03-21
19009,Farley PLC,753069616,753069616,deanhickman@jordan-price.com,"290 Jamie Brook, Markmouth, RI 96184",Markmouth,Norway,98310429.0,46,46.4,46.45,2012-01-04,2012-04-26,No,831823.025446267,754588.53,902243.84,2021-03-16
23818,"Robinson, Brewer and Hall",621732176,621732176,tmoore@snyder.biz,"229 Lynn Parks Suite 359, Gatesborough, AZ 87043",Gatesborough,Norway,36792825.0,77,77.3,77.35,2003-03-13,2008-04-20,No,5178492.640117596,5130557.65,2493318.86,2023-06-23
16754,"Curtis, Weiss and Harris",663953392,663953392,hector84@thompson.net,"15037 Davis Shoal Suite 613, Kennethville, CO 39635",Kennethville,Norway,84416784.0,85,85.2,85.202,2018-02-13,2023-10-19,No,8420951.734033752,8459025.02,471358.46,2021-03-29
26373,Dyer-Brown,561803761,561803761,christopher94@scott.biz,"57020 Tucker Viaduct Apt. 529, East Brittanyview, NE 91832",East Brittanyview,Norway,42144241.0,94,94.9,94.92,2023-02-10,2023-03-18,No,2713464.9768278976,2720608.53,1929838.99,2022-04-07
48485,Jones-Shepherd,969645132,969645132,moodydylan@smith.com,"Unit 5503 Box 3075, DPO AP 90944",Unit 5503 Box 3075,Norway,59478362.0,47,47.4,47.42,1999-11-24,2018-12-30,No,286265.7530144598,308270.83,2160631.54,2022-03-14
37628,Lowery-Smith,339302707,339302707,fjackson@berry.net,"513 Daniel Bridge, Longtown, CA 99113",Longtown,Switzerland,90086183.0,46,46.7,46.77,2010-03-11,2023-02-28,Yes,8794081.046673246,8817335.25,911621.67,2022-06-11
42440,Rodriguez PLC,119604996,119604996,amelendez@haynes.com,"PSC 0507, Box 5960, APO AE 16762",Box 5960,Finland,33739959.0,1,2024-04-01 00:00:00,1942-01-01 00:00:00,2018-11-28,2023-10-19,No,849267.4701914173,861945.39,1492617.7,2022-02-26
22637,"Pratt, Greene and Sutton",813305226,813305226,qhines@grant-gonzales.com,"4284 Davis Harbor Apt. 297, Port Omarborough, LA 55765",Port Omarborough,Norway,96113792.0,10,2024-04-10 00:00:00,10.413,2009-05-03,2023-07-07,No,8861174.21456045,8854366.89,2534499.46,2023-12-22
23273,Snow-Kelley,835577220,835577220,thomaspaul@guzman-cain.biz,"150 Wilson Valley, South Danielle, NH 65192",South Danielle,Italy,91377133.0,52,52.2,52.229,2022-02-14,2023-03-25,Yes,7037511.167944816,7066279.15,1288680.76,2022-12-20
46426,"Eaton, Cain and Carpenter",866922363,866922363,marcwells@flores.com,"7473 Miranda Mountains Suite 363, North Robertchester, RI 19345",North Robertchester,Norway,57430397.0,16,2024-02-16 00:00:00,16.232,1996-07-27,2010-05-25,No,7917297.95774465,7974844.67,1559477.62,2024-02-28
43258,Barnes-Murillo,609884053,609884053,matthewclements@acosta-carpenter.com,"6982 Joshua Drive, West Mark, GU 39519",West Mark,Austria,39827236.0,87,87.3,87.303,2021-11-07,2023-04-04,No,1035191.4703750774,1054839.8,2200362.75,2021-12-22
22826,"Daniels, Miller and Vasquez",982347808,982347808,parkeremily@merritt.com,"Unit 5533 Box 1325, DPO AP 25754",Unit 5533 Box 1325,Norway,63807653.0,47,47.6,47.642,2000-01-21,2022-03-03,No,5848404.064672253,5837032.11,1775850.46,2022-07-21
51356,Larson Group,907394650,907394650,shermanlucas@vargas-bryant.com,"113 Tammy Manors Suite 343, North Josephborough, IL 40704",North Josephborough,Norway,84684616.0,1,2024-04-01 00:00:00,1941-01-01 00:00:00,2016-03-27,2018-09-10,Yes,7761859.856024201,7663920.44,1901523.51,2022-10-27
53899,Smith-Ruiz,854816307,854816307,hesschristine@nielsen-hernandez.com,"5661 Edwards Mill, Stephanieberg, CA 13677",Stephanieberg,Norway,36896125.0,59,59.1,59.13,2012-11-17,2022-12-02,No,1779889.9578341504,1804370.27,2026724.47,2021-11-10
50865,Chapman Group,660350830,660350830,erica85@combs-ball.com,"834 Jacqueline Brooks Suite 270, New Christina, RI 09600",New Christina,Norway,55942650.0,85,85.4,85.424,1994-05-22,2024-03-05,Yes,9864202.976328429,9937527.14,782030.52,2023-07-30
34800,Maldonado Inc,404431864,404431864,emay@bennett.com,"06470 Tyler Run Suite 592, Keithburgh, KY 44016",Keithburgh,Norway,65889131.0,51,51.2,51.21,1994-12-03,2012-06-08,No,3189896.058565764,3166571.82,2462944.77,2021-04-10
42634,Owens Inc,523471878,523471878,adominguez@robertson.com,"21478 David Rest, Alyssaside, NV 01760",Alyssaside,Norway,49457961.0,28,2024-04-28 00:00:00,28.41,2004-09-04,2011-06-10,No,3046927.01149168,2956063.61,1267649.46,2022-03-12
20319,"Haynes, Anderson and Lee",708832865,708832865,smclaughlin@ware.com,"714 Samuel Stream, Vanessafurt, MA 71941",Vanessafurt,Norway,85154651.0,66,66.3,66.3,2013-11-11,2022-12-11,Yes,2637247.974642704,2686296.9,679364.25,2023-08-02
45628,Pope-Caldwell,710257261,710257261,carolinebarry@love-underwood.com,"9066 Hannah Shoals Suite 890, Lake Kathy, CO 79954",Lake Kathy,Norway,86462810.0,10,2024-04-10 00:00:00,10.412,2013-06-12,2018-05-06,Yes,5440466.811178269,5475158.14,1112887.89,2023-06-02
34438,"Davila, Williams and Ryan",686758678,686758678,ruizpatrick@martinez.com,"4475 Travis Hollow Suite 250, Justinton, KY 73507",Justinton,Norway,31518894.0,30,2024-01-30 00:00:00,30.115,2010-08-13,2017-01-14,Yes,9008765.63361873,9082060.5,2152206.88,2021-09-26
13680,"Peterson, Cole and English",739132655,739132655,qcarter@petersen.info,"27421 Brandy Plains Suite 472, North Donald, OR 55391",North Donald,Norway,51816583.0,61,61.3,61.3,2008-11-05,2013-12-01,No,6666622.549566721,6660514.01,1268215.46,2024-03-08
22436,Lewis PLC,895405205,895405205,alexander30@mcdaniel-gould.org,"USS Contreras, FPO AE 16291",USS Contreras,Norway,37270357.0,58,58.2,58.29,2010-03-14,2013-03-01,No,6037664.753463632,5945856.07,211453.1,2023-08-25
44270,Navarro-Callahan,783490947,783490947,sean50@brown-hernandez.com,"613 Anthony Village Apt. 223, South Robertshire, MN 47660",South Robertshire,Norway,39728907.0,38,38.3,38.31,1997-09-20,2007-03-25,Yes,1003438.3889496952,1087899.74,655282.02,2021-04-10
15358,Fox-Rojas,426254275,426254275,dorseyjennifer@pineda.com,"439 Brian Cape Suite 124, Sullivanland, HI 25659",Sullivanland,Norway,96252946.0,90,90.0,90.019,1998-08-24,2013-08-13,Yes,1864205.725143348,1949964.07,2366263.28,2022-02-19
26222,"Quinn, Archer and Barker",288636138,288636138,vthomas@bates-miller.com,"77698 Spencer Light Apt. 474, Lamberttown, AR 26389",Lamberttown,Norway,50890681.0,59,59.1,59.13,2004-10-19,2021-08-23,Yes,2098096.654447415,2143060.27,1304904.94,2021-08-26
24618,French-Hurst,766641196,766641196,cooknicholas@ho.com,"PSC 3390, Box 7797, APO AE 32778",Box 7797,Norway,55478767.0,81,81.1,81.101,2017-05-31,2022-04-01,No,209464.01949222447,191259.82,898046.23,2024-02-23
42210,"Gonzalez, Hopkins and Abbott",535293733,535293733,kevinfoster@fernandez.com,"295 Scott Tunnel, Port Thomas, NC 86017",Port Thomas,Norway,73924379.0,88,88.9,88.997,2011-04-22,2012-09-15,No,3422964.023644827,3409556.66,1347558.26,2023-07-26
46637,"Collins, Jones and Lopez",128735274,128735274,sbaker@harrison.com,"2990 Craig Gateway, Joshuaborough, TN 33997",Joshuaborough,Norway,41043970.0,58,58.1,58.14,2014-07-26,2015-10-27,Yes,1994969.8359921307,2013299.69,1175346.71,2022-12-17
15327,Mccarthy-Hanson,169231086,169231086,hicksmarie@walter.biz,"3578 Samuel Shoal Suite 876, New Glennhaven, WA 51425",New Glennhaven,Norway,45971185.0,77,77.3,77.39,2014-08-02,2020-10-23,No,1396755.467417302,1307396.76,921707.97,2022-10-20
56057,Ramirez-Stevenson,938362257,938362257,gloriaolson@myers.com,"02570 Caitlin Hill Suite 065, Kennethbury, AK 18925",Kennethbury,Norway,52121761.0,53,53.1,53.1,2008-11-01,2009-12-10,No,2167773.534155934,6508182.0,582727.84,2023-10-18
45436,Rodriguez Ltd,669866449,669866449,shelby46@wright.com,"751 Kent Wells, East Gregory, IA 16932",East Gregory,Norway,76535062.0,95,95.2,95.25,1999-12-10,2007-10-17,Yes,6518181.719440317,2794973.0,958182.64,2022-12-15
41573,Daniels Ltd,859498395,859498395,michael17@myers-hancock.biz,"99793 Jones Ford Apt. 990, West Kylemouth, DC 91798",West Kylemouth,Finland,59042346.0,49,49.3,49.392,2021-08-18,2021-12-04,No,6285313.593575977,14571325.0,1893330.75,2021-11-10
23821,Simmons-Newton,771350700,771350700,schmidtjeremy@smith.com,"956 Griffin Locks, Silvaville, VI 47220",Silvaville,Norway,62063621.0,26,2024-05-26 00:00:00,26.51,2014-06-20,2021-01-09,No,6787724.416095467,6809028.72,776631.98,2024-01-15
45205,Greene-Scott,970554943,970554943,ashleynelson@cook.com,"USNV Doyle, FPO AP 23703",USNV Doyle,Norway,64814908.0,16,2024-02-16 00:00:00,16.232,2024-02-11,2024-02-28,Yes,220958.04073032903,176698.94,2190824.44,2023-08-09
45091,Walsh Group,386336806,386336806,cruzpatrick@kaiser.com,"0035 Parker Springs Apt. 678, South Josephhaven, MD 48292",South Josephhaven,Norway,57230948.0,94,94.9,94.92,2003-07-18,2015-09-15,Yes,9598203.800083064,10774794.0,1366138.85,2022-04-22
47155,Combs-Williamson,307935418,307935418,morankathleen@mccoy-colon.biz,"4375 Roberto Ranch Apt. 312, South Mitchell, KS 33691",South Mitchell,Norway,31668135.0,3,2024-02-03 00:00:00,3.221,2021-07-10,2022-06-28,Yes,2723458.702992581,2787504.18,1403277.8,2022-12-28
58338,Young-Phillips,854145370,854145370,chadcalhoun@moore-olson.biz,"916 Amanda Fall, New Kimberlyland, AS 27043",New Kimberlyland,United Kingdom,87624260.0,30,2024-09-30 00:00:00,30.92,2020-02-09,2024-02-23,No,845146.4711724238,872621.57,545618.3,2024-02-04
37343,"Robinson, Hammond and Baker",392743329,392743329,keith28@cohen.com,"456 Donovan Villages Apt. 433, Beardbury, FM 51427",Beardbury,Norway,81938109.0,10,2024-04-10 00:00:00,10.412,2007-04-08,2019-05-30,Yes,8499220.114605837,8580223.73,994168.97,2021-12-06
43928,"Marsh, Wolfe and Sanders",452971663,452971663,gsosa@yoder.biz,"2231 Gardner Highway, New Deborah, MD 87627",New Deborah,Norway,65047874.0,32,32.1,32.13,2022-07-16,2023-05-05,No,6312607.856624654,5904212.0,1293478.02,2021-08-13
35975,"Taylor, Hanson and Perry",134221455,134221455,angela44@hill.com,"194 Joshua Roads Apt. 110, Lake Michaelborough, MI 97950",Lake Michaelborough,Norway,94995285.0,18,2024-01-18 00:00:00,2024-11-18 00:00:00,1998-06-21,2001-05-13,Yes,324307.4768674174,299919.91,712349.89,2022-12-09
28605,"Smith, Torres and Mcguire",640168353,640168353,fullertravis@schwartz-moore.com,"63310 Gibson Knolls, Lake Katie, FL 71762",Lake Katie,Finland,88700472.0,88,88.9,88.913,2013-02-28,2014-09-16,Yes,8544814.80180019,12192475.0,337708.97,2023-05-01
52591,"Lamb, Walsh and Oneal",201204782,201204782,shawndiaz@gutierrez.info,"878 Glenn Greens, Lake Aaron, NM 33611",Lake Aaron,Norway,58307896.0,94,94.9,94.992,2019-05-01,2023-01-05,Yes,948285.0250305656,914422.95,1260798.47,2022-04-08
48809,Ward-Ross,634461866,634461866,imckinney@powell.com,"686 Thompson Expressway Suite 301, Smithside, DE 20008",Smithside,Norway,46370252.0,33,33.1,33.16,2005-03-02,2021-09-20,No,212923.8023615188,203272.91,392478.54,2023-02-03
17698,Robinson LLC,603277484,603277484,kelly36@moore.org,"5971 Kimberly Islands Apt. 512, Larryville, KS 30078",Larryville,Norway,96524941.0,1,2024-06-01 00:00:00,1961-01-01 00:00:00,2015-04-09,2018-01-07,No,599705.0922743223,644648.28,1881882.45,2021-11-05
20810,Barnes Group,770149464,770149464,eric03@bell.com,"7958 Willis Terrace, East Juanhaven, NJ 74364",East Juanhaven,Norway,83003484.0,46,46.6,46.693,2014-01-20,2020-08-01,No,6999446.557020127,7027085.1,2505348.09,2024-02-12
14105,Morales-Rios,506421363,506421363,diane41@white-rosales.net,"3597 Lopez View, Mcbridefort, IA 82176",Mcbridefort,Norway,96110541.0,46,46.4,46.431,2002-01-02,2009-05-06,Yes,3078895.2399657187,3077496.75,864644.2,2021-07-02
13463,"Walton, Jones and Pena",135111789,135111789,robertreed@gallagher-vargas.com,"09722 Robert Fields, Port Scottshire, PA 94703",Port Scottshire,Norway,53090779.0,46,46.7,46.75,2023-07-25,2023-09-26,No,4870596.445697458,4843745.83,1603965.57,2023-11-27
46861,Miranda Group,325101144,325101144,benjaminclay@stanley-morales.com,"4847 Amanda Overpass, East Susan, NH 40588",East Susan,Norway,59171969.0,11,11.0,2024-06-11 00:00:00,2007-03-25,2018-06-20,Yes,6456096.510954509,6454327.39,826013.12,2021-11-11
42504,"Smith, Rios and Mccormick",350003810,350003810,danielle03@gallagher.com,"08130 Jonathan Mall Apt. 888, Lake Paul, MN 32243",Lake Paul,Norway,32748061.0,45,45.1,45.112,2008-09-12,2008-10-05,Yes,7617641.216303364,7715413.87,452494.82,2021-06-08
52734,Willis-Cain,988787237,988787237,sandra24@wang.com,"8687 Moss Pass Apt. 625, East Williamshire, NV 71747",East Williamshire,Belgium,48127626.0,84,84.2,84.24,2017-10-26,2020-04-16,Yes,7636360.712900693,7647121.83,1047441.51,2022-01-27
42144,"Rogers, Smith and Gonzalez",456032760,456032760,wintersteresa@cordova.com,"7028 Curtis Parkway Suite 597, Carlosmouth, CO 06172",Carlosmouth,Norway,59661655.0,91,91.0,91.013,1998-07-02,2002-02-04,Yes,2696720.552336981,2676357.49,1326642.06,2023-01-27
58355,Collins-Lambert,236199534,236199534,dgillespie@hudson.com,"88272 Catherine Stravenue Apt. 668, South Brittany, AZ 51443",South Brittany,Norway,77718762.0,70,70.1,70.1,2002-07-19,2019-12-28,No,170908.4716853437,110157.53,820003.6,2023-02-12
54397,"Marshall, Leonard and Pena",998043778,998043778,burnsruben@barnes.info,"147 Jennifer Garden Suite 229, Alexanderport, AK 26652",Alexanderport,Norway,50270553.0,49,49.3,49.32,2013-11-19,2018-09-24,Yes,7159246.188117344,7199994.52,2812747.75,2022-11-16
30748,Harris-Jones,687322653,687322653,jacobmiller@fernandez.com,"08691 Jeffery Forges, Fitzpatrickfurt, NJ 19402",Fitzpatrickfurt,Norway,75066342.0,43,43.9,43.911,2019-08-29,2023-07-25,Yes,531257.814912382,545903.58,589108.52,2023-08-14
44453,"Clark, Gonzalez and Sparks",285291544,285291544,kingjames@white-owens.com,"21704 Grant Heights Suite 950, Port Jose, GU 66472",Port Jose,Norway,73500250.0,32,32.9,32.99,2011-07-05,2021-06-15,No,3220757.9450167776,3122061.61,2197551.98,2021-03-25
42964,"Huynh, Lopez and Carey",849362372,849362372,cheryl04@adams.com,"59892 Holmes Cove Apt. 296, South Marisa, OR 43621",South Marisa,Norway,47566740.0,29,2024-02-29 00:00:00,2024-02-29 00:00:00,2005-11-25,2011-07-09,Yes,5466362.306618863,5509751.77,1543802.84,2021-08-20
25705,Collins Group,957741789,957741789,belltroy@kennedy-wiggins.com,"USCGC Nichols, FPO AA 49096",USCGC Nichols,Norway,73219150.0,87,87.3,87.301,2002-08-04,2015-05-09,No,3761571.40733069,3745331.44,1728597.24,2023-02-22
11954,Taylor-White,270219304,270219304,reyesdebbie@sellers-willis.com,"790 Dean Parkways, Markshire, AL 41637",Markshire,Norway,92228667.0,25,2024-09-25 00:00:00,25.99,2007-08-31,2021-07-18,No,5062537.113671426,4992503.16,1599845.25,2022-07-26
29123,"Little, Gonzalez and Williams",904330140,904330140,fhorn@burke-hubbard.com,"20559 Simpson Overpass, Lynnstad, FL 22596",Lynnstad,Norway,43065309.0,96,96.0,96.01,2014-03-30,2014-12-26,Yes,4076366.098418936,4073896.76,1917737.01,2022-06-15
15483,Clark Group,503958388,503958388,jennastewart@li-hammond.com,"185 Kerr Meadows, New Tyrone, SC 41604",New Tyrone,New Zealand,44497603.0,95,95.2,95.21,2018-08-22,2019-02-02,No,3476127.744455796,3483485.91,582964.67,2023-09-17
12705,"Anderson, Murray and Gray",565157096,565157096,deckerkathleen@solomon-garcia.info,"USCGC Garcia, FPO AA 96891",USCGC Garcia,Norway,52468169.0,60,60.1,60.1,2018-02-12,2021-12-02,No,645006.0046054377,721678.66,1907086.06,2023-04-24
23453,Baker-Keith,516868490,516868490,robinperkins@matthews.com,"86703 Williams Valleys, Aprilberg, MH 47885",Aprilberg,Norway,81632889.0,95,95.1,95.12,2011-04-07,2016-05-17,No,6375879.061449296,6380227.1,613359.43,2021-09-14
29085,Wilson-Kelly,630192168,630192168,rebeccafrederick@wilson.org,"10504 Huang Track, Yvonneville, AS 23201",Yvonneville,Norway,42215008.0,30,2024-01-30 00:00:00,30.112,2019-08-03,2020-12-01,No,3613944.921295199,3664792.48,920104.38,2023-07-21
26258,Barrett and Sons,913192627,913192627,kristen64@morton.info,"334 Adam Via Apt. 926, South Robert, MN 76651",South Robert,Norway,74096821.0,19,2024-01-19 00:00:00,2024-01-19 00:00:00,1996-01-22,2002-03-12,No,626569.1041700463,595517.65,591554.9,2022-05-06
41637,"Matthews, Hull and Mendez",226464590,226464590,robertsclaire@howard.info,"00586 Amber Rest, Watsonland, RI 41623",Watsonland,Norway,67115739.0,46,46.3,46.381,1997-11-06,2020-08-02,No,3178794.709070471,3271838.3,2200094.78,2023-03-21
13770,Quinn-Robinson,277113311,277113311,egallagher@reed-collins.com,"Unit 4646 Box 5484, DPO AP 30887",Unit 4646 Box 5484,Norway,52731666.0,24,2024-05-24 00:00:00,24.51,1996-08-15,2021-04-29,Yes,5005694.292773035,5055521.79,1202359.97,2022-10-18
39815,Miller-Castillo,291404902,291404902,jennajohnson@cardenas-ramirez.com,"55073 Washington Branch Apt. 433, New Douglas, OK 90714",New Douglas,Norway,63838730.0,31,31.0,31.09,2002-12-20,2016-11-04,Yes,5992217.415498562,6024312.68,963055.58,2022-01-26
43661,Owens Inc,370648177,370648177,reillyricardo@wright-nichols.com,"8566 Villa Ports, East Brandon, MH 10879",East Brandon,Brazil,46645409.0,25,2024-09-25 00:00:00,25.94,2007-05-30,2023-06-01,No,2762271.6002302947,2745958.83,3927620.61,2021-07-02
12216,Jones LLC,209986921,209986921,doyleanthony@gonzalez.com,"887 Moran Port Apt. 185, Seanside, DE 71473",Seanside,Norway,50926243.0,87,87.3,87.304,1994-10-17,2000-04-08,No,698670.4367030335,10971450.0,599869.95,2021-05-11
22428,"Wright, Williams and Hernandez",191328483,191328483,ewhite@watson.com,"8686 Barnett Estates, Anthonyfort, TX 31441",Anthonyfort,Norway,96378493.0,1,2024-06-01 00:00:00,1963-01-01 00:00:00,2011-07-07,2016-06-12,No,170181.2529091162,78737.04,1424490.26,2021-10-29
50620,Wagner Ltd,942533365,942533365,herrerafaith@drake.com,"664 Ferguson Trafficway Suite 495, Lake Sean, SD 85289",Lake Sean,Norway,72671090.0,14,2024-01-14 00:00:00,14.19,2009-09-05,2021-06-17,No,8143633.091821156,8137806.41,1741790.04,2022-10-18
32682,Sanders-Perry,963961544,963961544,jeffreybraun@washington.biz,"6637 Allen Ridges, Hannahstad, KS 45684",Hannahstad,Norway,78570516.0,14,2024-01-14 00:00:00,14.13,2014-08-24,2016-12-24,No,6900024.262587473,6855937.01,1284097.07,2023-12-31
30441,"Price, Johnson and Miles",222421570,222421570,peterwilliams@brown.com,"64052 Jonathan Union, Port Barry, MN 60225",Port Barry,Norway,64215058.0,51,51.2,51.22,2006-10-08,2008-02-06,Yes,2213623.4231503755,2268016.61,143176.57,2021-06-29
43308,Hayes-Sherman,475806503,475806503,vwilliams@jensen.com,"6382 Laura Turnpike Suite 180, Cummingsstad, OH 48557",Cummingsstad,Norway,61034138.0,74,74.3,74.3,1998-03-20,2010-07-26,No,9686969.243914466,9617184.93,329084.73,2023-12-17
58940,Perry-Jones,564281547,564281547,brittany82@henderson.com,"30588 Murphy Grove Apt. 075, Stoneburgh, OK 29027",Stoneburgh,Norway,67531109.0,22,2024-02-22 00:00:00,22.21,2020-10-12,2022-10-31,Yes,1754536.8634391231,1746450.68,1004162.93,2021-08-07
24252,Watson-Porter,365988229,365988229,michaelellis@smith.biz,"951 Hardy Port, East Diana, NC 54096",East Diana,Norway,97304100.0,16,2024-02-16 00:00:00,16.22,1995-03-02,2024-01-20,No,5631039.052825573,5671121.07,1704764.15,2023-07-09
55607,"Meyer, Foster and Lindsey",621806409,621806409,vasquezbarbara@rasmussen-patton.biz,"9903 Hayes Falls, New Johnny, ND 97010",New Johnny,Norway,37219390.0,28,2024-01-28 00:00:00,2024-11-28 00:00:00,2005-04-22,2015-02-06,Yes,2087244.7561695303,2154020.5,612119.56,2022-01-16
59555,Grant Ltd,122440262,122440262,westjerry@beck.info,"44802 William Radial, Markville, CO 13685",Markville,Norway,78940743.0,32,32.1,32.11,2001-01-26,2006-05-23,No,3481329.8754696366,3530839.7,1877360.52,2021-08-14
39929,Guerrero LLC,141626936,141626936,mccoydestiny@reyes.com,"7118 Juarez Expressway, Cooperfurt, MT 09095",Cooperfurt,Norway,37452179.0,85,85.6,85.609,2008-01-14,2014-06-25,No,7966594.454937957,8056186.98,1952709.22,2022-11-28
55677,Diaz and Sons,478301740,478301740,kmurray@bailey-goodman.org,"Unit 4912 Box 1045, DPO AA 84552",Unit 4912 Box 1045,Norway,50809634.0,85,85.5,85.51,2010-04-17,2020-02-19,Yes,6264919.688823994,6212819.95,1317776.87,2021-05-28
30229,Johnson Ltd,862391278,862391278,sean19@mack.com,"629 Thompson Camp, Patricktown, NY 92715",Patricktown,Norway,55650104.0,94,94.9,94.991,1996-06-13,2001-12-27,Yes,4821709.999571898,4908038.59,1345690.67,2022-02-22
25194,"Cruz, Sparks and Waller",916312441,916312441,adam96@camacho.info,"5830 Stacy Trail, Brownbury, NY 37651",Brownbury,Norway,58540693.0,85,85.6,85.609,1994-05-19,2014-01-12,Yes,6635533.644150299,6590039.46,2552398.92,2023-12-13
58483,Waller-Mills,594017308,594017308,jgreen@reed.com,"706 Zachary Walks Suite 187, Griffithstad, GU 86849",Griffithstad,Norway,59054299.0,28,2024-09-28 00:00:00,28.93,1995-09-30,2015-04-01,No,5898662.922921624,5915505.88,783919.03,2023-08-18
38162,Robinson Inc,120288977,120288977,elizabeth94@hernandez.com,"88268 Ramos Ways, Jacobburgh, AL 37106",Jacobburgh,Norway,63186652.0,46,46.4,46.481,1996-11-03,2011-05-28,No,6676861.454918731,6745456.94,2408149.94,2022-11-28
30893,Chan-Taylor,626003819,626003819,sarah78@morgan-allen.com,"358 Beck Land, Butlerfurt, PA 31781",Butlerfurt,Norway,97920783.0,10,2024-04-10 00:00:00,10.411,2004-09-30,2018-07-29,No,3710234.881440539,638381.0,571837.26,2021-08-07
45869,Smith-Gordon,197633817,197633817,collin57@martinez.info,"835 Jennifer Alley, Lisamouth, AZ 49745",Lisamouth,Norway,75125557.0,87,87.3,87.304,1995-11-05,1996-10-30,No,8077834.547965061,8074401.9,826109.73,2022-11-03
25537,"Richards, Burke and Williams",669478989,669478989,rodney35@brown.com,"853 Kenneth Lights, West Lindaton, KY 38294",West Lindaton,Norway,86139320.0,46,46.4,46.421,2019-08-28,2023-03-26,Yes,3393190.188665016,3329844.32,939197.74,2022-05-08
20822,Moreno-Taylor,731287840,731287840,katrinamorales@sullivan-lozano.com,"11540 Little Roads Apt. 428, Hendersonton, WA 20582",Hendersonton,Spain,49685096.0,64,64.3,64.305,2002-12-22,2017-09-07,Yes,4855221.851937138,4916551.01,1112408.48,2023-02-08
12468,Baxter PLC,204827985,204827985,eric00@garcia.com,"39635 Cook Flat, Port Jacobview, CT 83146",Port Jacobview,Japan,76637411.0,11,11.0,2024-02-11 00:00:00,2004-12-26,2014-08-23,No,4528467.303639385,4566513.29,1651303.42,2023-12-02
24705,Hill-Brady,264564843,264564843,clarkfernando@guerrero.com,"5432 Bowen Ranch, New Stevenbury, OH 61328",New Stevenbury,Norway,95169223.0,82,82.9,82.92,2021-04-08,2022-09-20,Yes,725409.3277265225,717706.11,2980006.33,2021-09-06
49819,"Miller, French and Reynolds",144316143,144316143,dchan@williams.com,"569 John Viaduct, New Virginiamouth, FM 66587",New Virginiamouth,Norway,53607622.0,27,2024-04-27 00:00:00,2024-04-27 00:00:00,2013-08-06,2017-10-14,No,6246442.045477751,6246393.72,2157698.76,2024-01-17
14272,Garcia-Hill,380966985,380966985,hsmith@cooper.net,"719 Gray Mews Apt. 149, West Nicole, KS 35824",West Nicole,Belgium,52079625.0,55,55.9,55.9,2008-01-31,2011-08-06,Yes,7527731.050427408,7444262.99,2736152.44,2021-11-14
41046,"Smith, Massey and Rivera",473113101,473113101,amy92@williams.com,"355 Evans Square Suite 044, Derrickport, GA 72241",Derrickport,Norway,92412446.0,47,47.4,47.41,2023-07-19,2023-10-14,Yes,4424020.580161494,11396954.0,1187088.32,2024-01-04
49998,Obrien-Rodriguez,116658578,116658578,bradleytaylor@burton-anderson.com,"11107 Wilson Walks, West Ronald, GA 22545",West Ronald,Norway,54917766.0,42,42.1,42.12,2022-01-27,2023-03-13,Yes,2542271.929423871,2639423.51,1894285.05,2023-02-07
26554,Pittman Group,310079543,310079543,fitzgeraldmiguel@jennings-compton.com,"2406 Le Mount Suite 997, South Leah, MD 99669",South Leah,Norway,91258371.0,28,2024-02-28 00:00:00,28.23,2014-04-01,2020-03-11,No,1165063.979880943,1145011.35,1719413.5,2023-04-07
52229,King Group,739079756,739079756,lobrien@hayes-johnson.com,"3594 Megan Well Suite 514, Dawnshire, AL 03673",Dawnshire,Norway,53056507.0,30,2024-04-30 00:00:00,2024-04-30 00:00:00,2003-02-04,2006-07-03,Yes,4862589.017170166,4801056.65,1840916.05,2022-06-15
58274,"Wilson, Cruz and Chapman",220820932,220820932,markanderson@morgan.biz,"99166 Wendy Forest Apt. 397, Raymondburgh, FL 59519",Raymondburgh,Norway,77963897.0,64,64.9,64.92,2007-04-01,2017-10-09,No,2302564.4787455425,2392804.09,2219767.17,2021-07-07
